,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
122,21-06-0239-46,21-003,9,113,escuela normal regional de oriente licenciado clemente marroquin rojas,kilometro 146.5,['46354246'],iris victoria teo orellana,pedro antonio ramos ruano,0,2,2,ABIERTA,1,0,1,JALAPA
123,21-06-0806-46,21-003,9,113,colegio particular mixto liceo minerva,barrio la reforma,['42120887'],iris victoria teo orellana,otoniel lapez garnica,0,3,2,ABIERTA,1,5,1,JALAPA
124,21-06-1131-46,21-003,9,113,colegio particular mixto liceo monjas,barrio la reforma,['79247374'],iris victoria teo orellana,patricia elvira lobos,0,3,2,ABIERTA,1,5,1,JALAPA
125,21-06-1135-46,21-003,9,113,instituto tacnico de formacion integral intecfori,barrio el porvenir,['52589094'],iris victoria teo orellana,julia aracely gudiel lapez,0,3,2,ABIERTA,1,0,3,JALAPA
126,21-06-1142-46,21-003,9,113,instituto de educacion diversificada por cooperativa,barrio la reforma,['79247315'],iris victoria teo orellana,yony manuel godoy molina,0,0,2,ABIERTA,1,5,1,JALAPA
127,21-06-1194-46,21-016,9,113,escuela normal regional de parvulos ads. a escuela normal regional de oriente lic. clemente marroquin rojas,,,ana gloria molina teo,,0,2,0,TEMPORAL NOMBRAMIENTO,1,5,1,JALAPA
128,21-06-1195-46,21-016,9,113,instituto tecnico de formacion integral,barrio el porvenir,,ana gloria molina teo,,0,3,2,CERRADA TEMPORALMENTE,1,3,1,JALAPA
129,21-06-1338-46,21-016,9,113,instituto tecnico industrial miguel faraday,barrio la libertad,['52971434'],ana gloria molina teo,,0,3,2,CERRADA TEMPORALMENTE,1,5,1,JALAPA
130,21-06-1339-46,21-003,9,113,instituto tecnico industrial albert einstein,barrio el porvenir,['52589094'],iris victoria teo orellana,hugo francisco najera lapez,0,3,2,ABIERTA,1,5,1,JALAPA
131,21-06-1426-46,21-016,9,113,colegio tecnico mixto monte nevado de oriente,barrio el porvenir,,ana gloria molina teo,,0,3,2,CERRADA TEMPORALMENTE,1,5,1,JALAPA
132,21-07-0063-46,21-020,9,108,instituto nacional de educacion diversificada,canton elena,['38366101'],maria fernanda aguilar reyes,ana rebeca herrera jacobo,0,2,2,ABIERTA,1,5,1,JALAPA
133,21-07-0080-46,21-019,9,108,instituto tecnico industrial albert einstein,canton barrios,['79225573'],idalia olina gonzalez reyes,,0,3,2,CERRADA TEMPORALMENTE,1,2,1,JALAPA
134,21-07-0081-46,21-020,9,108,instituto tacnico industrial albert einstein,4a. av. 1-61 zona 3 canton calvario,['47966181'],maria fernanda aguilar reyes,josua david polanco monterroso,0,3,2,ABIERTA,1,5,1,JALAPA
135,21-07-0089-46,21-020,9,108,colegio particular mixto centro de estudios de informatica compumaster,2a. avenida 7-06 zona 4,['55812698'],maria fernanda aguilar reyes,henry manrique reyes,0,3,2,ABIERTA,1,0,3,JALAPA
136,21-07-0095-46,21-020,9,108,colegio particular mixto san josa,aldea san jose,['32486684'],maria fernanda aguilar reyes,sandra liliana muaoz lamus,0,3,0,ABIERTA,1,5,1,JALAPA
137,21-07-0097-46,21-019,9,108,colegio particular mixto la sagrada familia,3a. calle 6-04 zona 2 cantan calvario,['79242042'],idalia olina gonzalez reyes,amilcar perez ramirez,0,3,2,ABIERTA,1,3,1,JALAPA
138,21-07-0098-46,21-019,9,108,instituto tacnico insdustrial albert einstein,"4a. avenida 1-61 zona 3, cantan calvario",['47966181'],idalia olina gonzalez reyes,josua david polanco monterroso,0,3,2,ABIERTA,1,0,3,JALAPA
139,21-07-0101-46,21-019,9,108,colegio particular mixto centro de estudios de informatica compumaster,"2a. avenida 7-06, zona 4",['55812698'],idalia olina gonzalez reyes,henry manrique reyes,0,3,2,CERRADA TEMPORALMENTE,1,0,3,JALAPA
140,21-07-0110-46,21-018,9,108,colegio particular mixto centro de estudios de informatica compumaster,2a. av. 7-06 zona 4,['55812698'],mario leonel sandoval martinez,henry manrique reyes,0,3,2,ABIERTA,1,4,11,JALAPA
141,21-07-0111-46,21-019,9,108,colegio laude,5a. av. 4-32 zona 3,['36087926'],idalia olina gonzalez reyes,orfa eunice gonzalez gomaz,0,3,2,ABIERTA,1,5,1,JALAPA
142,21-07-0119-46,21-020,9,108,colegio particular mixto divino maestro,3a. avenida 1-44 zona 3,['79242216'],maria fernanda aguilar reyes,juan josa lapez albizures,0,3,2,ABIERTA,1,5,1,JALAPA
143,21-07-0122-46,21-020,9,108,colegio particular mixto divino maestro,3a. avenida 1-44 zona 3,['79242216'],maria fernanda aguilar reyes,juan josa lapez albizures,0,3,2,ABIERTA,1,0,3,JALAPA
144,21-07-0124-46,21-018,9,108,colegio particular mixto la sagrada familia,3ra. calle 6-04 zona 2,['30640255'],mario leonel sandoval martinez,amilcar parez ramarez,0,3,2,ABIERTA,1,0,1,JALAPA
145,21-07-0273-46,21-020,9,108,instituto diversificado municipal de perito contador,"1ra. calle 1-19 zona 2, canton calvario",['51959975'],maria fernanda aguilar reyes,luis oswaldo donis duran,0,1,2,ABIERTA,1,3,1,JALAPA
146,21-07-0402-46,21-019,9,108,de enseaanza,"mataquescuintla, jalapa",,idalia olina gonzalez reyes,,0,0,2,CERRADA TEMPORALMENTE,1,3,1,JALAPA
147,21-07-0933-46,21-020,9,108,colegio particular mixto la sagrada familia,3a. calle 6-04 zona 2 canton calvario,['79242042'],maria fernanda aguilar reyes,amilcar perez ramirez,0,3,2,ABIERTA,1,5,1,JALAPA
148,21-07-1269-46,21-020,9,108,colegio particular mixto centro de estudios de informatica compumaster,2a. avenida 7-06 zona 4,['55812698'],maria fernanda aguilar reyes,henry manrique reyes,0,3,2,ABIERTA,1,5,1,JALAPA
149,21-07-1416-46,21-020,9,108,colegio particular mixto la sagrada familia,3a. calle 6-04 zona 2 canton calvario,['79242042'],maria fernanda aguilar reyes,amilcar perez ramirez,0,3,2,ABIERTA,1,0,3,JALAPA
150,21-07-1463-46,21-020,9,108,colegio mixto del sagrado corazon,canton elena,['57701693'],maria fernanda aguilar reyes,hactor adan juarez morales,0,3,2,ABIERTA,1,2,1,JALAPA
153,17-01-0035-46,17-001,11,66,instituto privado de educacion diversificada diego americo cetina pacheco,barrio santa elena,,rodolfo medina,,0,3,2,ABIERTA,1,3,1,PETAN
154,17-01-0039-46,17-,11,66,instituto nocturno de ciencias comerciales y academia anexa,barrio santa elena,,jose francisco olan ponce,,0,3,2,CERRADA TEMPORALMENTE,1,3,1,PETAN
155,17-01-0064-46,17-001,11,66,instituto nacional de educacion diversificada,aldea ixlu,['36084404'],rodolfo medina,blanca griselda gaitan loya,0,2,0,ABIERTA,1,5,1,PETAN
156,17-01-0070-46,17-001,11,66,centro educativo integral paulo freire,zona 2,['79264648'],rodolfo medina,efren portillo,0,3,2,CERRADA TEMPORALMENTE,1,2,1,PETAN
157,17-01-0081-46,17-030,11,66,colegio de educacion media san isidro,aldea ixlu,['55164373'],rodolfo medina,rutilia salguero castro,0,3,0,ABIERTA,1,0,3,PETAN
158,17-01-0083-46,17-001,11,66,"colegio integrado de educacion profresional de peten, ciepp",aldea ixlu,['78215568'],rodolfo medina,evelyn migdalia toralla lopez,0,3,0,CERRADA TEMPORALMENTE,1,0,3,PETAN
159,17-01-0085-46,17-001,11,66,"liceo petenero en ciencias administrativas, recursos naturales y turismo","calle limite, frente al organismo judicial, a un costado de los derechos humanos",['79261560'],rodolfo medina,erwin augusto lopez y lopez,0,3,2,CERRADA TEMPORALMENTE,1,2,1,PETAN
160,17-01-0086-46,17-001,11,66,"liceo petenero en ciencias administrativas, recursos naturales y turismo","calle limite, frente a organismo judicial, a un costado de los derechos humanos",['79261560'],rodolfo medina,erwin augusto lopez y lopez,0,3,2,CERRADA TEMPORALMENTE,1,5,1,PETAN
161,17-01-0091-46,17-030,11,66,colegio cristiano el-hashamayim,"7a. avenida 1-65 zona 2, santa elena de la cruz santa elena de la cruz flores",['79261812'],rodolfo medina,jorge ulices ruano cano,0,3,2,ABIERTA,1,5,1,PETAN
162,17-01-0099-46,17-001,11,66,centro educativo del nazareno,"4a. calle a 5-55 zona 1, santa elena de la cruz",['79263311'],rodolfo medina,erwin david lopez ochaeta,0,3,2,CERRADA TEMPORALMENTE,1,5,1,PETAN
163,17-01-0100-46,17-001,11,66,instituto tecnologico agroforestal centro maya,santa elena de la cruz,['79264718'],rodolfo medina,edgar rolando chayax molina,0,3,2,CERRADA TEMPORALMENTE,1,0,1,PETAN
164,17-01-0104-46,17-001,11,66,colegio educativo privado rivera,aldea paxcaman,['49355352'],rodolfo medina,manuel de jesas rivera gamez,0,3,0,CERRADA TEMPORALMENTE,1,3,1,PETAN
165,17-01-0106-46,17-001,11,66,instituto tecnico de educacion media de peten itemp,6ta. ave. entre 3ra. y 4ta. calle zona 1 santa elena,['50357085'],rodolfo medina,gladis celeni zamora morales de choc,0,2,2,ABIERTA,1,2,1,PETAN
166,17-01-0110-46,17-030,11,66,centro educativo cristiano ganesis,aldea paxcaman,['50174360'],rodolfo medina,almeida ester bin teni,0,3,0,ABIERTA,1,5,1,PETAN
167,17-01-0124-46,17-030,11,66,colegio de educacian media san isidro,caserio ixlu,['57817572'],rodolfo medina,oriselda gutiarrez molina,0,3,0,ABIERTA,1,5,1,PETAN
168,17-01-0125-46,17-001,11,66,instituto comercial villa concepcion,barrio villa concepcion,['78675253'],rodolfo medina,veranica mildred mas reyes,0,3,2,CERRADA TEMPORALMENTE,1,0,3,PETAN
169,17-01-0128-46,17-030,11,66,instituto comercial villa concepcion,"avenida zona 2, de la primera lotificacion santa elena, flores, peten",['74248180'],rodolfo medina,barbara marianela melgar ceballos,0,3,2,ABIERTA,1,2,1,PETAN
170,17-01-0131-46,17-001,11,66,instituto comercial villa concepcion,"1av. 2da. calle zona 2, barrio villa concepcion.",['79248180'],rodolfo medina,veranica mildred mas reyes,0,3,2,CERRADA TEMPORALMENTE,1,0,3,PETAN
171,17-01-0133-46,17-001,11,66,colegio integrado de educacion profesional de peten-ciepp-,aldea ixlu,['79248512'],rodolfo medina,lubia roxana jimanez rivera,0,3,0,CERRADA TEMPORALMENTE,1,0,3,PETAN
172,17-01-0136-46,17-030,11,66,instituto tecnologico haward w. hunter,"calzada rodraguez macal, a una cuadra de la calle lamite santa elena de la cruz, flores, peten",['79262016'],rodolfo medina,olga marina valiz palencia,0,3,2,ABIERTA,1,0,1,PETAN
173,17-01-0139-46,17-030,11,66,colegio cristiano con orientacion universitaria el shaddai,8aa. avenida 3-14 antigua poblacion 2 santa elena de la cruz santa elena de la cruz flores,['77970526'],rodolfo medina,carlos enrique agusto august valiz,0,3,2,ABIERTA,1,2,1,PETAN
174,17-01-0153-46,17-048,11,66,programa nacional de educacion alternativa-pronea-,santa elena,['79262583'],santiago cruz serrano,santiago cruz serrano,0,2,0,ABIERTA,1,0,0,PETAN
175,17-01-0155-46,17-030,11,66,colegio cristiano el hashamayim,santa elena de la cruz,['79261812'],rodolfo medina,jorge ulices ruano cano,0,3,2,ABIERTA,1,2,1,PETAN
176,17-01-0156-46,17-001,11,66,centro de educacion extraescolar-ceex-departamental,5ta.calle y 3ra av.zona 2 santa elena,['58015134'],rodolfo medina,maykon jose te maquin,0,2,0,ABIERTA,1,0,0,PETAN
177,17-01-0159-46,17-030,11,66,colegio de educacion media san isidro,aldea ixlu,['55164373'],rodolfo medina,rutilia salguero castro,0,3,0,ABIERTA,1,4,11,PETAN
178,17-01-0161-46,17-030,11,66,centro educativo modelo,colonia morales,['59893637'],rodolfo medina,francisco valentin soza,0,3,2,ABIERTA,1,4,11,PETAN
179,17-01-0163-46,17-030,11,66,instituto mixto de educacion fundamental-imef-,4ta.2da.calle zona 2 santa elena,['41118747'],rodolfo medina,esther noemi pinelo ramarez,0,3,2,ABIERTA,1,4,11,PETAN
180,17-01-0165-46,17-030,11,66,centro educativo cristiano ganesis,aldea paxcaman,['50174360'],rodolfo medina,almeida ester bin teni,0,3,0,ABIERTA,1,4,11,PETAN
181,17-01-0167-46,17-001,11,66,"instituto de educacio9n basica y bachillerato por madurrez, camino a la libertad",centro de detencion departamental,['58373736'],rodolfo medina,xiomara anayely del cid coy,0,2,0,ABIERTA,1,5,1,PETAN
182,17-01-0481-46,17-002,11,66,instituto mixto la parroquia,santa elena de la cruz,['78230387'],lilia saudita suntecun chan,,0,3,2,CERRADA TEMPORALMENTE,1,5,1,PETAN
183,17-01-0485-46,17-001,11,66,escuela normal rural no. 5 profesor julio edmundo rosado pinelo,barrio santa elena,['78425736'],rodolfo medina,vayron antonio contreras pozadas,0,2,2,ABIERTA,1,5,1,PETAN
184,17-01-1049-46,17-030,11,66,liceo maya,"3a. ave. 1-77 zona 1 santa elena, flores, peten",['46613691'],rodolfo medina,alicia beatriz gongora ineco,0,3,2,ABIERTA,1,5,1,PETAN
185,17-01-2295-46,17-001,11,66,instituto comercial villa concepcion,1a. av. y 2a. calle zona 2 bo. villa concepcion,['79248180'],rodolfo medina,karla luis velasquez montenegro,0,3,0,TEMPORAL TITULOS,1,5,1,PETAN
186,17-01-2434-46,17-030,11,66,liceo moderno en computacion (limco),"calzada virgilio rodriguez macal 6-40 zona 2 santa elena de la cruz, flores peten.",['79261015'],rodolfo medina,nery gailberto ralda maldonado,0,3,2,ABIERTA,1,5,1,PETAN
187,17-01-3316-46,25-000,11,66,instituto guatemalteca de educacion radiofonica (iger),,,sonia haydee reyes monterroso,,0,3,2,CERRADA TEMPORALMENTE,1,2,0,PETAN
188,17-01-3414-46,17-030,11,66,colegio integrado de educacion profesional de peten (ciepp),aldea ixlu,['30628346'],rodolfo medina,lubia roxana jimanez rivera,0,3,0,ABIERTA,1,5,1,PETAN
189,17-01-3415-46,17-001,11,66,instituto nocturno de educacion integral,santa elena,,rodolfo medina,,0,3,2,TEMPORAL TITULOS,1,3,1,PETAN
190,17-01-3447-46,17-001,11,66,escuela normal de educacion fisica,complejo deportivo maya,['59766410'],rodolfo medina,rosbel stanly morales de leon,0,2,2,ABIERTA,1,0,1,PETAN
191,17-01-3567-46,17-001,11,66,liceo moderno en computacion (limco),calzada virgilio rodriguez macal 6-40 zona 2 santa elena,['79261015'],rodolfo medina,,0,3,2,CERRADA TEMPORALMENTE,1,2,1,PETAN
192,17-01-3949-46,17-030,11,66,instituto tecnolagico haward w. hunter,"calzada virgilio rodraguez macal, a una cuadra de la calle lamite santa elena de la cruz, flores, peten",['79262016'],rodolfo medina,olga marina valiz palencia,0,3,2,ABIERTA,1,0,1,PETAN
193,17-01-3993-46,17-001,11,66,centro educativo peten-cep-,santa elena de la cruz,['42509151'],rodolfo medina,karla yamileth najera arias,0,3,2,ABIERTA,1,5,1,PETAN
194,17-01-4075-46,17-030,11,66,instituto mixto de educacion fundamental imef,4a. avenida 3a. calle zona 2 santa elena,['79248505'],rodolfo medina,esther noemi pinelo ramarez,0,3,2,ABIERTA,1,0,3,PETAN
195,17-01-4102-46,17-001,11,66,cooperacion mesoamericana para el desarrollo y la paz -comadep-,aldea santa elena de la cruz,['78210006'],rodolfo medina,barbara julia ivone lopez vargas,0,3,0,TEMPORAL TITULOS,0,0,0,PETAN
196,17-02-0003-46,17-002,11,197,escuela ecologica san jose,barrio vista lago,,lilia saudita suntecun chan,marleny esmeralda chan tesucun,0,3,2,ABIERTA,1,5,1,PETAN
197,17-02-0011-46,17-002,11,197,escuela privada de magisterio san josa,barrio vista lago,['59882736'],lilia saudita suntecun chan,areli magali chan tesucan,0,3,2,ABIERTA,1,5,1,PETAN
198,17-02-0013-46,17-002,11,197,instituto nacional de educacion diversificada,barrio el progreso,['49882736'],lilia saudita suntecun chan,iris aracely chan tesucun,0,2,2,ABIERTA,1,2,1,PETAN
199,17-02-3565-46,17-003,11,197,escuela privada de magisterio san josa,barrio el progreso,['42479181'],fernando rafael leal cordova,,0,3,2,CERRADA TEMPORALMENTE,1,5,1,PETAN
200,17-03-0002-46,17-030,11,178,centro educativo cristiano con orientacion universitaria el shaddai,barrio el porvenir 5 calle y 2av.,['79263476'],rodolfo medina,daysi fabiola lopez sarceao,0,3,2,ABIERTA,1,2,1,PETAN
201,17-03-0006-46,17-003,11,178,centro educativo bethania,6a. calle zona 4 barrio la paz,['78238216'],fernando rafael leal cordova,jorge onan mendez diaz,0,3,2,ABIERTA,1,5,1,PETAN
202,17-03-0007-46,17-004,11,178,centro de formacion profesional de peten,colonia itza,['79248279'],barbara juliaivone lopez vargas,,0,3,0,CERRADA TEMPORALMENTE,0,0,3,PETAN
203,17-03-0025-46,17-030,11,178,instituto nacional de educacion diversificada,colonia itza,['45156995'],rodolfo medina,edvin fidel corado revolorio,0,2,0,ABIERTA,1,5,1,PETAN
204,17-03-0038-46,17-004,11,178,centro educativo cristiano adonai,"3a. avenida 5-60 entre 4a. y 5a. calle, zona 6 barrio el porvenir",['79260763'],barbara juliaivone lopez vargas,carlos gilberto aguilar sandoval,0,3,0,CERRADA TEMPORALMENTE,1,2,1,PETAN
205,17-03-0042-46,17-049,11,178,colegio mixto privado san pedro,barrio 3 de abril,['58840910'],claudia lucrecia rosales peche,alvaro nolasco trujillo corzo,0,3,2,CERRADA TEMPORALMENTE,1,2,1,PETAN
206,17-03-0044-46,17-038,11,178,instituto mixto de educacion bilingue intercultural -imebi- san benito,san benito,['58059364'],filiberto fidel perez de leon,manuel trinidad burgos paz,0,3,0,CERRADA TEMPORALMENTE,0,0,3,PETAN
207,17-03-0071-46,17-004,11,178,centro educativo la patria -cepatria-,"1a. avenida b 17-47, zona 1, barrio 3 de abril",['79263506'],barbara juliaivone lopez vargas,carlos manuel morales mar,0,3,2,CERRADA TEMPORALMENTE,1,5,1,PETAN
208,17-03-0072-46,17-003,11,178,liceo nuevo panorama,barrio nuevo panorama,['53540926'],fernando rafael leal cordova,vivian nicta baldizan castellanos,0,3,2,CERRADA TEMPORALMENTE,1,2,1,PETAN
209,17-03-0084-46,17-049,11,178,liceo cristiano bilingue jehova jireh,3ra.av.5-60 barrio porvenir,,claudia lucrecia rosales peche,maylin yereni hernandez corado de bin,0,3,2,CERRADA TEMPORALMENTE,1,5,1,PETAN
210,17-03-0085-46,17-049,11,178,liceo cristiano bilingue jehova jireh,3ra.av.5-60 barrio porvenir,,claudia lucrecia rosales peche,mayli yireni hernandez corado de bin,0,3,2,CERRADA TEMPORALMENTE,1,5,1,PETAN
211,17-03-0088-46,17-030,11,178,centro educativo privado mixto de educacion basica y diversificado-cepmebyd,colonia vista hermossa,['42150707'],rodolfo medina,norlin ariel lapez duque,0,3,0,ABIERTA,1,5,1,PETAN
212,17-03-0089-46,17-003,11,178,centro educativo cristiano con orientacion universitaria el shaddai,barrio el porvenir,['79263476'],fernando rafael leal cordova,huswer landrews sarceao martinez,0,3,2,ABIERTA,1,0,1,PETAN
213,17-03-0094-46,17-003,11,178,liceo integral nueva generacion,barrio el pedregal,['41821593'],fernando rafael leal cordova,miguel angel mejia flores,0,3,2,ABIERTA,1,5,1,PETAN
214,17-03-0095-46,17-030,11,178,colegio madre antonia lalia hermanas dominicas de san sisto vecchio,colonia juarez,['33812286'],rodolfo medina,joselin meliza melchor berges,0,3,2,ABIERTA,1,2,1,PETAN
215,17-03-0098-46,17-003,11,178,liceo integral nueva generacion - ling-,barrio el pedregal,['41821593'],fernando rafael leal cordova,miguel angel mejia flores,0,3,2,ABIERTA,1,0,3,PETAN
216,17-03-0099-46,17-003,11,178,liceo integral nueva generacion - ling-,barrio el pedregal,['41821593'],fernando rafael leal cordova,miguel angel mejia flores,0,3,2,ABIERTA,1,0,3,PETAN
217,17-03-0101-46,17-003,11,178,colegio cristiano bilingue manantial,colonia tikal,['59374505'],fernando rafael leal cordova,nivia adaly larios prado,0,3,2,CERRADA TEMPORALMENTE,1,5,1,PETAN
218,17-03-0102-46,17-030,11,178,colegio adventista de peten,barrio 3 de abril,,rodolfo medina,evelyn marisol hernandez colla,0,3,2,ABIERTA,1,2,1,PETAN
219,17-03-0104-46,17-003,11,178,centro educativo cristiano adonai,barriio san juan,['42549357'],fernando rafael leal cordova,edwin noa marroquan hernandez,0,3,2,ABIERTA,1,0,3,PETAN
220,17-03-0111-46,17-030,11,178,instituto mixto privado educativo de bachillerato -impeb-,barrio vista hermosa,['59483938'],rodolfo medina,hactor amilcar hernandez ramarez,0,3,0,ABIERTA,1,0,3,PETAN
